trader,tokens_closed,gross_proceeds_usd,cost_of_sales_usd,realized_pnl
Abecv2NUhUPtQ4yDVjaKsjxfm8y6m8QXJySpKr91ubU7,1,137.23,165.98,-28.75
5CmJKbnXuW5Vp6N7dsspjMqUpvvTPxcpMWqJ5bsNXfnX,1,255.37,200.0,55.37
G8126tDuoRHrsD3zjje2zXeDhHrC5vuF7cGPvYErkXye,1,616.96,779.32,-162.37
HpkXvpDVz3tvB5N9FvTS6pQAk7GSPUutfcusSotTtMx3,1,111.73,128.27,-16.54
BS5M3qrQDkQ7jkLSe3ZdVdwh7YiLLZXuUU41n97xtaPQ,1,445.97,400.0,45.97
8n8HfirmDHwf58VDoM2BRJ5nkUAmVjXL8Lt6UqoQZoRs,1,197.23,116.2,81.03
EB8r6V5xHgPFUiWEiyLSRMnkwiSEHX515wo9ht8gQSJQ,1,232.17,217.48,14.69
E92z5ERB3wjkLj5G764tMPJsLU6wF7xkhMNBDwAjt6tK,1,790.04,1022.74,-232.7
HmnqPfnYszEisFpHwgzSPhYVi8B8rN7GK96JPnbx11Pi,1,282.32,300.0,-17.68
7n5DjxwgXd5o8ZVVowjmXLaG6ocmw93hQFjdaKtXQMDx,1,266.37,125.43,140.94
FkKVimSj3BPKq1Hxp6oJSYTLcTsSBiSRRLDBN77BUKcg,1,218.83,209.09,9.74
DFButGWR3H2azk7SBh4eVw1E8LaZ3Uo5YJMua1nFGDrE,1,331.13,300.0,31.13
HSf1peKzfNCzzVmLyuhvb2YL9M12XKtccpUFRi5j8V8f,1,156.15,243.4,-87.25
2Lnxpq6y2CKnAibbq4KVxJfFyPNJvB25pguihvGBpCoy,1,176.18,109.45,66.73
5gjsUv5WgHxYyd1QKK7o8zZzV8df6bFSbgu3zXQa8o8Z,1,29.77,32.11,-2.34
4RyxWgPdvxwyc2ibZSY1D1jUu3G8dEJfjmkDjQW85464,1,314.83,268.17,46.66
GnXmBJcFDgtS2vmqG59e1bBpJnEnn7HodJXPfAyhfysM,1,342.78,258.92,83.85
7JZVsNzN66ei4s3gMQLtwC6j6hYeoNDGUgKcwaQwyP3t,1,12.04,13.52,-1.48
C1HJHJY8HkSrsnqWicS11uKWf1aWzJZTEDUsbNXbLXSq,1,143.57,107.61,35.96
D5SpecJ76hjN18Jud7SbLUN28GXdwKBWuDwace9vvz8Z,1,578.88,641.18,-62.31
8u9Ad1s4VWTSTGvELzNVbto2fZ4RD8h5WQUhhhVWhYjz,1,141.28,150.0,-8.72
7ppg7wX15LWGEDJDj5Gbq2Vrpfu11xw2YkmQGuaBa6eM,1,448.47,592.26,-143.79
8J68QvCdm4NJd3X5MK5X3v3d1keUeGUZn381yDBnieVv,1,134.19,133.25,0.93
FQbCa5VRL4veSr1mMeQZwZEmFJVLC1Qo8mB4Zu7drKoH,1,247.01,25.7,221.31
8tdwXkUfWyJKgLyEVeHAn2BjwGKm7X3wy4672DppkrnX,1,21.12,45.8,-24.67
31yjHTNLjEhL6ZZ6pqgY2xBjfutohAKfvVhdBBdrweeC,1,1055.25,781.68,273.57
Fgfs9owmH42UAxSVD91E4YwTv8wSY3yk6y91vuWZiH4b,1,1713.44,2598.93,-885.49
FqCRPPpVQibVDNv4hq1dhvgtDj3MVAEPDhiD4EvB1v1x,1,2498.88,3143.1,-644.22
AJPTG1dwj11GhkxokAmsa4QHvoJCzFYufYEzPmKVLNP3,2,1383.26,1014.66,368.6
Do8Mwqor6QNgcSYS2NRFtdxQN1a8jtT1kZ1E8uwbLfSu,1,3.11,3.51,-0.4
GELokdvK95ZkkALbiw4fqFDo3V7TdXf5gxSZoPRY5VFW,1,3.48,4.27,-0.79
GBvgTombJTNrLYQNqZs5r9et4zDCnVpSd291zk6PtL36,1,214.57,200.0,14.57
f91zEH8LgYR4H36DY5wUAqwsimshxpNBQSqYB7xNtCg,3,21967.41,26615.27,-4647.87
Cw9Lq1AEygqEY3dob8o8TagY3hQrzDbCVcVbAjxuxA4h,1,194.78,255.61,-60.84
DSSA7dRkM2gTHxDVfTKwPvpVcqWP1G2gydLXd1twFWWh,1,602.3,686.79,-84.48
2bRQ692X8QDPmSWLNmNFHYzfY3hmiqHYffdD75XxFiT4,1,1989.55,2500.0,-510.45
KuoYG4VCZHkvwuhWX2rQaVM7xE9Ho4HsL4pUSqfHjrF,1,192.74,321.78,-129.03
6L8D3vmSKuzf8vB9ZR1LbAgtCioagpu3hg6aUZuYR1vT,2,1918.63,2755.28,-836.65
FPejkpiWJQkgEaWFrAcV8aBc5xfDB6sf7n7bfuUoyDg2,1,69.06,236.61,-167.55
CchHD8Gv9UFLtopTjPNSk6pHs2WbkqoXsig1TGHfTUCq,1,246.03,167.18,78.85
FzcT7wouU19kzyRirv3qwFSwaJnPnMvgZAMQNvvx6YS3,2,278.89,580.48,-301.59
BeK46bGZCQu79xBZcBkyULCZVwq5TridtvaK5hZVgx8h,1,197.06,130.27,66.78
7K9tdsmLM5E9pZBYzRvnGJuejRyqnkoNGJGbZcYwbpHx,1,418.92,282.11,136.81
5gAQXTo8XSsDFSprs94cpF6dFmAq6kRdiFzGxLBuukaN,1,86.76,161.11,-74.35
Hgt7UeHkjjhiHWbTuBJth3XQBqMoNJ6bh6ApXrXwSgFh,1,160.04,206.0,-45.96
9oJubzYgDMvG7j9nr5Mgky3e16sbZZbTY9tV2ZRo9Mgt,1,728.57,700.0,28.57
51GzuoQMxPTEvK44iZK3vGJmQrcaBCytqMLB6PUygnid,1,249.3,201.28,48.02
JD6UBxqnAv4weAbQB2PqY1f687FHFQKh7AUY3PYovPLB,1,661.77,133.01,528.77
54jLoKUskUU6xDAANFCz7Gc1HYU92meb9Wzs93fr585q,1,409.87,395.0,14.87
GejDku3ajYRiW7n92x32uoythGQvcEn7zUUZgduuZ4C5,1,436.0,238.27,197.73
7F122gBsTCdGpdjPEDa6tDXh65LEsMyX16yLPMitMzyL,1,21.39,15.33,6.07
9qDJnfZgFnPdeFr9smaaaCLQZVbo8jkhNNdtsjMvsFA6,1,34.24,29.12,5.12
G6cQtJxFtgHvdkHaPF9fCzvHJ6FY4qVgJzr2spd4yxcU,1,282.65,400.0,-117.35
GCPoULK1W7bTEdWitwa5vxXAh1ziMHocgSr47RVUtfqZ,1,558.72,296.55,262.17
8HcJcwFsUPN7nts3KC6ypuWEU6F88hgkotNo32QHq1N7,1,247.34,211.14,36.2
G66WdjRwZ4nuqkBVwv6bC8xuG7gYqLa3Z7W38dUaK812,1,5.07,9.6,-4.53
ELupWmNuj25aoT7kppkwgjwtpFKyeyXGUBUh83BTFvVd,1,1302.87,846.77,456.1
DLjUc7evypSefsVudrEG8x6r2mi2WnJ9GSoQcuyY7bYD,1,144.46,157.51,-13.05
G2ZC7a2uGhXyCE1EJiiTFBZgepmwkEpGytJX2m4QEsJP,2,1725.84,6239.95,-4514.11
DcfLjNC4gdQNwVNkQ1guHiiuTkDxwvmWV74VsT6yTF75,1,297.43,134.43,163.0
997z8nqU15jpmXfAW4sUQUEGoqTe6sANVH6qJ8m73iCR,3,813.61,850.0,-36.39
AnMDgqYZSfUoR3n1yNhgkLmzvPWT76sU1b1NcRBpz2kR,1,3676.84,5000.0,-1323.16
6rMom5NQrbmUi3V7oWvVGx7f3HkepTTDu4SL9SmQPVLz,1,645.45,422.78,222.68
BLKhrYPsqLQg3qz3PSi2M5sGjz8URWfaxSd5Lt1YzBK9,2,1485.96,991.7,494.26
82Hwba6fQ8ctAVifjy3GfetAJrKCeF9ntZZHiBxWYhhM,1,9.84,13.89,-4.05
7m4ZMHWCaNqWZRYWPMPu7Rse53Q6MNk3Jj3NWs24duYT,1,310.97,250.09,60.88
Bj1FpWqyx2K8v44ghSMabe32RCEk9r2PJEhmNQL3oYuj,1,12.64,7.3,5.34
DKvjNH7Yr5k4BZiHBqHYwMckHNA2feQAcdZzCZteggHG,2,345.2,3601.6,-3256.39
5YuGCfTqf1FyH1xvBxT191NjdfWuMw1VD6jLWXyTvTPk,1,370.91,300.0,70.91
2odCMSyfHLxKbnpxhNcDaGfJTkx4KyrWxFEyxXmXTiMj,2,1773.52,1951.21,-177.7
CXfid4sUNjhMxieNt3TCnoj19yvzUWAHobsivsAybDT5,1,12.76,5.11,7.65
81QPHgE1ZjtC57MPRoDbME2MCqfkL6Lc6xUsheDEX74p,1,11.81,15.4,-3.59
AakC3joD4NEYmwXc6by5xmtVcxbZBrBJW4FCWxZBoGj7,1,34.64,39.95,-5.31
4Fn27YoNVzurVKUPvfU48cGPQ62XKG8iFZWzX5WsHEZn,1,69.17,68.22,0.95
4JujYV4hGxLX2HywNGm7mfgc7kTuF7qYHYKWhHZ9NrgJ,1,650.36,503.19,147.17
3RSYBbqivV4vvPwV9LboWMTt1bnz8YkDQGZNbefWhWDk,1,276.84,252.89,23.95
5JjiGexXEQDddwfnduteReDUzhNZ4azjaro2EDCx5fC5,1,441.76,391.45,50.32
91hi6qyPt9byJoCUAhZSeG9D5UPAR4vgj969RZ4Emei8,1,141.3,176.17,-34.87
J2kKpkpKpVLQPZczTj9SqaAy8Ld4fDL33Lm1D2agxD2m,1,334.21,300.0,34.21
6v36sEvqUvbnF87Bynn8aruXy5hskVrnCCkUvqCthXQH,2,1904.66,2200.0,-295.34
9WKFYYGWCWj3KCMUhJSUSEiXrcmqKJzckWkELqcH7hNc,1,82.99,101.48,-18.49
7nzGxho8yxAm9qV2rabcCZ8GppC93TZhGNZ69x6UxZiS,1,172.1,1000.0,-827.9
9jeE2fTWKXBiN2HipwcVcrScC1jKGhqBaSnTBtFQfH9j,2,1349.69,1323.75,25.94
F4djLvoGUhbSF6u179CWqkGYgLYfHiW3jc9M82PK6Gye,1,229.26,177.25,52.01
HvkZHzccJZYZ1kp6sYCbWZ6QszRFwAaX5VU4B9jnq4RY,3,415.02,601.94,-186.92
DriBGj53W4J4BwowCdhiBxdFFSTR7Ahx6MjJt6vZu5f8,1,182.31,573.81,-391.5
EqEpw1XbmoAsTZvqb9NVXGPr6sc9wuEg99Xgiuk5CqaR,1,464.33,480.0,-15.67
82jmuEYzzZufV9mcD5ADQ3Sk1EBKTNV5vfBPLBFCcVfm,1,196.22,162.54,33.68
CLbrtYUKJh2GhFknfRUaJ3hVoQsCNs1UfP7ic1yg6mLD,1,241.71,127.93,113.78
3i6oNvGU8K3p4ugWSVT8gdAQjNbWTB5navC3bUrBxFXt,1,52.73,65.15,-12.42
BWofkyrHhZgKpaqtNNiCsdgAzxmFatm88dnfMSpHvLip,1,223.27,282.65,-59.39
Hvevwx2d5VxcB8HNxysWuzNbpabyK2uELh4QApt77Q87,1,68.71,126.58,-57.88
FibxHo3Fj9YmwdTMmZB5JzdEXNokfwmVxwjoPdMJ4Ee7,1,526.31,1114.92,-588.61
BEsiae5HqtqyEVzinYDgvmDLLuVjdtCcGdnXmXDVf2RA,1,346.01,343.21,2.8
8Md4VzujdBi8atAtoEXw4xemuktAWEvCXQfwa4AvxmhE,1,167.92,192.54,-24.63
AJ2UnBky9SX2p6XTtZ3W48f5eRrNafYaEyNNqyrcsMEE,1,153.72,63.73,89.99
Y1QidMPrJVHkLQTpcsSM6d3GnBAWswfR6EUs4fUNa4w,1,296.02,314.03,-18.01
BSriYu1kRpr9MRkq4Gjp9MTrXsjZVvD7izXDwN1sPJu5,1,53.3,54.94,-1.63
9CfELhiojceBYryiqZUgkqUDH8YLsohLpL99nLZYca36,1,98.91,89.24,9.67
3jMhf6RgWWZgqg9hkzrhssVdVkHRkws1vfakHBQaYLmD,1,2313.41,4060.97,-1747.57
CFLh8kBrBhuqGYHvkCa3TbVNtk5RsbdSJ3pP9zc8N9z1,1,578.71,848.99,-270.28
4sHXwJ9EL57AsADvnVAj7ALuSzuJzaM2mjV9jo2F4k3G,1,1068.1,600.0,468.1
CMXTyXv6EMokFDGgQPc5fRiMmpmvepsyt6oC496q4gxC,1,473.93,485.88,-11.94
DenqSYctaRV5RTxn8zdYY1YZJTXp1hQKXxM4cBBp2bJC,1,391.31,436.21,-44.9
BAmHiH4Zwr7CnU2Ybw8GoTGSQ2kgKcf35SUXXviVJmmf,1,199.26,205.52,-6.26
9aoiiwjtVADiSWgco41NKbiYqkfCroU8BZuHHSHYyTAN,1,278.31,337.34,-59.03
DSoZ8kSkJs2WG8fqNDvwhX6RU6ZkKWd3vRwMG43jSH1n,1,236.9,156.08,80.82
H52GxdN3bXGX2kRy55a58Dp1JrQtYEwE7nm2wsosQYcd,1,670.78,560.0,110.78
6UyB5TTJvMkV6L25PdjLdXmSc3LchixugTorVEFm1BQp,1,11.66,11.21,0.45
47s55PspN5mHjQaTVrD8WPwdtcC3p96aK1ByUJFFLRfA,1,443.63,907.9,-464.27
7YGHXMBpNLcDRLPUJfqzN79WMoh8Qniz52cNuZK6go7b,1,2757.87,2447.87,310.0
8DT9Qk9mYPvNwoy9X2cQt8qJnwB1YCTgVPfRYGLBF7Lj,1,1034.63,1159.01,-124.38
HqtDoYZN1WQaj3N4vD7P3p4eEAcHUZAqiUVs4HcL5o5e,2,597.92,551.47,46.45
B9FJomxFnA5WauXkJdh4GBke3NAaGnC8nwEEW6sEGQ7y,2,15316.79,18741.36,-3424.56
59kvsp4HjmEq98XDRriSZ1qzCBKs6fSuahLnmKmhpDeS,1,910.08,1975.02,-1064.94
HRx5XjPGDqG8RnGcgR2e8qhbi3e462wBe6UsmSbGJd3T,1,13.67,31.52,-17.85
3vCL7KFAjW7LaGLjuNAUmu3MN3hxPrBKdJ26w1YCAFk5,1,29.68,133.57,-103.89
5iCMmww4gRqm8d4YjMFSRxe3ix5bqZUwH6U1YebLJzDW,1,262.69,267.37,-4.69
9Lm9WvxyWoNK5KwQSVvZhUTQHAyVmmJpcaDJcj3LmmyU,1,198.01,239.12,-41.11
9Dy8X1EojmYjwZVrgjBkntEhgxPkifsjCNiBgCZXicLe,1,432.89,516.3,-83.4
Bzp95ios32WnwRRjN3DU1sXuiXoLHSpThRizinrjoPrE,1,138.69,132.2,6.48
3VYn5VGFqB1skBs2cgQR7cL12n9bNki89BxJq26Nm1g3,2,994.68,682.58,312.1
AiiHGh3xv6aXPxExKh7LF9rK5KSDLqgnUhrXrTmc3rN5,1,398.3,420.77,-22.47
56E6TCdyogXbfDRgviwxbHvCcTjbQfgEoEQQGGEPWPZc,1,1807.66,1638.53,169.13
D328FZUxpDszNAhcBjnj6SzyeaR4X2MvqiXJM2q8aGkK,1,1201.74,1447.45,-245.72
AYRdRB92XfDFdWGphT2AWcHH583i53GP59cEm8CDvmHR,1,535.73,1000.0,-464.27
4mkcaDanCy6eWu5GSapJZgWGmPxznN4QuaL88wQGXT39,1,548.65,161.33,387.32
ETaNXUGsLfkqTieArVSgf8nX26eJ3ykmEobqsWnBy9Jw,1,860.09,416.81,443.28
8iwHFAH5ZkAsJiPGdTutDujyDN5jnanyJkHJZEuEgfwj,1,292.22,509.0,-216.78
64u4UuuxiWeP7eyaDsg6dbqyACAug5B2tSs4XqVEbwLY,1,647.26,970.0,-322.74
6a8JPVVhLmTLbX9GduJgZi9t5g6TTZFTwUrv2uHrDJxT,1,265.84,256.66,9.18
4mFeoWs6if6iCDKWjSzbKzAq8UD922nRCg27fFzrX2cN,2,17.87,26.8,-8.93
2PVECv6eyiKi2m5HzHNJbh4tbXfcHGVno7bxfka8b4Co,1,26.16,25.28,0.88
ANbmQgx8m6xaULxaSqscvuapXd9Kr6DJV4LLqzb5VMF9,1,202.97,250.0,-47.03
BDaAzvvYn9tWfvi8ASBrL8wgMsRvDdWEr3XVGa1a4B17,1,6.18,20.29,-14.1
FsvzziL7iBaz6DE5jYoiq1AWzr9oRKUx5XqiCQhpPM3,1,881.99,980.18,-98.19
3pY59afqYrA29EU1Fj7YqpSutf1mpXiADH4CCnCWzLii,1,11.75,36.01,-24.26
5K7qF8Bc9Pg8Ge6zP5WecJDpwN31RZBJppdqHJjadHDy,1,207.06,236.59,-29.52
45PrpFdXTNwQYW61ehve1Paqczd1N5oVLt7AL8kdwWz4,1,38.72,40.26,-1.54
2ZneaHV3cwegvRAR8cdLJwioYhRTzbDXVQjgaRqHQYtZ,1,396.56,392.54,4.02
nZPzt74pcNg4kxek1QPpy8ubWo5Gg7spmthhm6RsQRa,1,135.68,83.88,51.8
J28cotibM1gjwDfLLyjfJ3c9MqpkBvb3jasiN2gYAGzB,1,115.68,125.88,-10.2
67UrgZfcf5QpjpY2U8a2QoMvQD81JrJbDg9xwXqrBqhj,1,171.25,168.0,3.25
HEcVxJFfPJtyKn8c92tiH6AjQHSk4D9iDUWxm3BiF53q,1,178.52,167.32,11.19
HiHX6CskkfymqnYeEbcfNPCkm9j1PVwyHVCpowguEfKe,2,277.71,275.64,2.07
FdmfVJTV99JQrPa4ckjTu9MfaVxhbC8rPNjmeJFujCZJ,1,210.99,216.91,-5.92
EjmAXsKkXA2qUtQVGhDd4B3i17MhEVnScSUW1d3vA2i4,1,435.93,638.38,-202.45
GAhY8DaecSmVCjhY3HDzCDcPm5SvXu1V8k4Tr4Fg4snk,1,208.02,271.72,-63.7
9TbkpHKtJVWMn138Fe78saKFw7oDAfqXQdqTy8LyjTox,1,564.09,567.1,-3.01
9uap6JtUe1c69TrSfAzoFA1jf7zyfUBhBx3JrrFo1nZs,3,736.66,1848.04,-1111.38
8MWgyWKStaKAWXygDihqNDy6dzzKmN1G8YPDkbJ9FDWf,2,539.82,525.24,14.58
9ZdWJ15cvC7EgpiYJvg6nit7gGPEGciV7Hkn1ayUbUZE,1,32.28,71.06,-38.78
1iEY3sTAM6fCXVq2RcRoE4rk23UQxAJnGJwTVwtwCst,1,15.63,17.01,-1.38
81ykeQNzi5bLwvi8snCW4y7QXDVpKRiTkF5gmuQsHhbR,1,738.34,551.45,186.88
A39wutUPu36T1ge2ERBuUUQwAK4bpFyZi3V1HUYP1NVp,1,280.9,314.74,-33.84
Er4eDHZdTHzYCKzW97hDDhgxH8qJ7a1D9xSGDfTmrK9a,1,1061.0,689.21,371.79
7aZBSBXdHoSnTdfTWNJj1m9gQ8esKNXJSobzFKBiEDsj,1,835.32,569.28,266.03
5zED79eHna7Ke9y3YMBbBewd2Gv11jw61yLQvSZ8uHXD,1,13.84,15.85,-2.01
CLdmTRgPQogJtab1XzGQ2ThQ8cEKr93jRUVJSiAT4PvX,1,88.14,84.55,3.59
8gKSDLJcXKq1N7QHuZaNbx9pjwREdC8mrBCbxZH2Hfyq,1,182.92,212.71,-29.79
AfJBRa6GHBhEUMhxziHFTZazz3jKvTTdxk39PAJHUV2x,1,477.98,262.03,215.95
5rgqeW15Yjp6KTdB9ATG1YQ6sPLdwTUpLhFZxj4z1gx4,2,477.52,547.95,-70.43
2rWuGujGnTHN7xgFoM6bKHm3axixQZP2XSHC7Vozj5GM,1,97.4,80.06,17.34
9oYKtkGtvr3qVfVYsyyhhfvFmdG3u1UrFva6T4syTMJW,1,231.43,275.0,-43.57
8WERbT3h3jptF3JgdFY7BUumqySQdLxmi8hkVzKyW34b,1,17.68,17.45,0.22
vC8xVYfaa5UCuLQXEpCYXgMibm9DEt6qtZELfaQDAhE,1,551.7,243.91,307.79
FKU4rZAJ7tTKveBzHzxoAxiEPPYDRLmMpHXmJHic5jH4,1,24908.57,21878.65,3029.92
BkWYttkfhDRqu8Dwj2qrkbJAPHg8XTRV7GbBXvhDrdXL,2,1040.27,1238.19,-197.92
7SSHtcxhX8Sgdzwd28KPxdK4u2X6MzisuuiSkF9K2doY,1,148.81,250.0,-101.19
HDZFscqBAFnT1jF1U1JvD99S5RCTTKEuYnKUxvC2p9uZ,2,1448.06,1856.5,-408.44
3LHYwhm61rVwPxHJwnkV7zB7tmknAoa6scHXX4nCZfQY,1,2860.04,2471.43,388.62
13r6URxeiDkZHQNPkAQk4R37sshyJaqXhYAVcehG8NCG,1,309.34,200.0,109.34
D68RjXSQAJggmPybXkzsRnkFoJ1QS28FeUHQ84VHvyrg,1,231.25,300.0,-68.75
FKKY3SGNvHzEy1EkrLYyJZzs1KkaL649nYG25LoJLg3P,1,689.45,562.89,126.56
BsrxT2NRrKHxhyNwuvWg5hSjPTB9jPqKvKjaN4AYh79u,1,990.81,1123.41,-132.6
AFW3F99AQPDVEFTPBZyT5gVPNVHxaqdXrAB6A7c5DCiz,1,247.46,203.14,44.32
4EyLbh9316PSNMujM7w4H9KwkcN4V4c71V5QW86n4Mcq,1,871.28,800.0,71.28
DhaeYtBaKQDVnqFTCGoXaoVCNuoQhRmkT33EWQ6J6nRJ,1,620.26,357.91,262.35
DNW6qF9w64fHj4dJHLMH5pQmZkWxW6bz1fUHcjxp1G36,1,244.69,274.72,-30.03
dAVkU4eGCj9qzEV2pDFynpF3nwL97odmbFHfDBKDvLz,1,427.44,508.81,-81.37
E3hd1Y46g9PKAsEtdw4KHqNuzXfKLz3hnK6Ey4PCJDeF,2,1228.74,1250.9,-22.16
8AkytJGCxsw6CEicpMbQqQ8apsYRuJ7AJfL4n4EtV3Rt,1,139.76,15.63,124.12
G5a47ACW8Fs9cAn12omnyv14gixijUv2w6CrfK2ky258,1,129.83,513.7,-383.87
EM2gjAPMQC5MTiL2A4t7jzZ8WfTwWEWtEsEQ5njPe8N2,1,589.82,808.67,-218.86
6ChdkdgBjzdwCPv4PYoriyr1xDT6KzjWKojzuhWjEMqr,1,29.82,26.04,3.77
4hfkrqiR3EBHiouHWMF9z6HDzsXKk1qqtZ5YVpszGrn4,1,1447.51,973.92,473.59
5rPZ2KVEjFR6iPM8Ytah5b5dHVdRqymgqEzabpitpj9S,1,1444.01,1679.07,-235.06
9Ngg8wNFYCDo7vakY6kW65jcANh28xnparXgpwBH8AkQ,1,621.24,525.8,95.44
42mepa9xLCtuerAEnnDY43KLRN5dgkrkKvoCT6nDZsyj,1,846.97,23.81,823.17
8HMaq5eDJSgbM5p4bY7WZaMYusvMbpsJNa99UQjzwiJA,1,123.48,182.95,-59.47
GBSFiAgdrzPftpQ9LbRLQV92jZTB2wyz83fasbbaZwtQ,1,39.68,43.73,-4.05
AHcNxWqCP2eZFHkF1qAiqDXXMyojPmJGvnxFRDAw4arr,1,42.08,82.6,-40.51
CfyJeVHbUxEdzsqXxzLd45wsT5QP3Synb44mWC3VuB3j,1,721.98,1527.22,-805.24
3kiPt4HauguewqMAJforQhg3X9G7tT71SVqdDA9DAgA2,1,1230.13,2500.0,-1269.87
FHwvQpCWzzb5cpzqRg6thjMPgdYsfTJpnAZgtCHezmDC,1,30.89,32.17,-1.28
HhA5UtSrdxSukGBGxE4eVav8iTkDaG3ym2CiRUmK3nt5,1,36.66,127.45,-90.79
67Mdihaxs2fvynY1DKbG5vy2HW42Q5QTdZJREmUHizxC,2,699.21,664.19,35.02
4JbgTSxQcJMPYrdD6ogsdmWLsQP2dvkAJQapZxaCLofE,1,35.13,35.35,-0.22
2K7W5hX11pjUh9RrSi9EowBz9uztyWQbDQd7xAHeDT8q,1,26.41,22.62,3.79
GAFEatAFa43DvRg9S88ymphMaTau7Bdn9kq1YLGzNoLt,2,500.75,500.0,0.75
FqESjcKuBNP35rTDiVWQQyJbB4o6J4YBCNuC1e7pYrM7,1,191.01,302.3,-111.29
BLfyjC39fVqQd27C5nTK5uJ3PYmrVTgkEEfcFUcNgdn9,1,263.84,75.98,187.86
47ZvBtdFTMhPbGp69xGCzV9rKMTv7L7F5tNbCJbGZiDG,1,1768.94,1389.31,379.63
AD8SizW6NVh3HVu7NpUcDJSayiFMA4p53U6SqnmjXuTY,1,160.31,161.41,-1.1
GdXDu7hcDMcqtV9Tyr1AkpDtkJdZxvtvjtfJnaqsFhGX,1,789.03,255.72,533.31
GrhYtk4TycV1dwWXRCxxRgJMS1mkX1HBhipo7Z3556PP,1,256.84,1282.27,-1025.43
CM912GGQQs8QXBXo2RgoWUvB7KnWvGCS6AidNE1opLcm,1,619.57,589.99,29.58
BtjsPfTRgQ82MdVESW9vdBJKnxW4FXft9u7nLDY4LMWz,1,275.41,482.12,-206.71
Cy8pbQPxBmko3ibejDdgB5F2CnqKpZ3s2YcRYFA9Mu83,1,1936.27,2000.0,-63.73
BH8K9x9qjhsqE9BdjY3jZx8Hsh6yhFJ8V6RStRoM2b9f,1,401.66,334.59,67.08
EjExGXmp6dc9UNTaeQ69WvCQGNxv1JWZp8KaCV2yYAYm,1,400.98,450.0,-49.02
EemYNb3GV5tzmSqppbB3X1b6YtasCFPceuyKnBr21Niv,1,286.25,305.94,-19.69
9MkppScvvqDEW3Nxfc2tY4gnLBbsN5v9NAA84HpqUgqM,1,191.53,200.0,-8.47
ARTdz9W7BaSjz2sKZWappvJ3jFeDDm55w5gb9Ntjer1L,1,6.17,2.72,3.45
PXcZuQFoARaFf7dL3X95wLi4xpe5dTtDTkifBYDVGcg,1,516.02,371.65,144.37
8GM6pn7o7Tf1Vaden89CXCMfWaruXByAZp2xQsRNQRaU,1,80.26,120.45,-40.19
7Sr7YhpoPHyiQu1XjLBBXsW9BqSBG4YCzbY25o52z4CJ,1,294.14,383.17,-89.03
4bhG8aFAyXSP319SBZKhKoorndGfUZq24j6c3EX782Gp,1,20.97,34.82,-13.85
8hHK6v7iXpjXPyauSnVZdEvas9ToWiiC5Ra9xJnjj9hS,2,1014.56,1000.0,14.56
TVqHLVntHQAY99fsf1Sn3aPrUjmfvN7HTTQJFojdf1C,1,107.59,102.02,5.57
6zBPybUaKn8jLw68HckEQxaQc4JbKMSdzUr5uLLGGD3X,1,234.25,111.52,122.73
3WhQJuxehXSXNqanvDq2AmUeQdk8ZEm1tMjEPcFaoBTK,1,54.95,60.14,-5.19
DcuSt2zb9eT98pUWB2fzYCMWHv5Lju482oprvPzoRFNF,1,285.55,278.43,7.12
7NE5c5e1cujRAUQfjEXRAJtwFKd9DeuWXynxpUze5y1f,1,28.69,29.31,-0.63
4ofLaZr9AwCCVQU5ofpg5kEmvZaPFAfWRxtZ3k5EsSvd,1,28.32,29.45,-1.13
HAvRVezWZmXo7zEWUFKFL18cuo48uUGE4yefLtiL826Q,1,124.4,154.07,-29.67
2p4zFpmQjm31eEEUgut8JSWnzLXNAgXarHhiicFmXMi3,1,386.1,500.0,-113.9
75oYpzVLQxxf6KFQxAKXgzD47M5afx6dXt58d6xFoGkS,1,79.84,45.67,34.17
C9S4vrzmf4rTp5iig3g99pVzoFadaAtQ9Zth41pwATb7,2,714.43,1007.69,-293.26
ADnSHN6GsaLViniCcC8rzVRJyqtWGVa9W4qF3wAvMojf,1,2342.98,1593.96,749.03
64cGhNURX44Ab2m1Bv3U8oKu7Fx5vmoy9a6744hX28zV,1,661.69,622.54,39.15
62EJmkmBuzaJJ7SX5smc4NftjCCs5U6ndk9hiDZCy1W1,1,493.62,245.46,248.16
5BM8CCACCQDgmzLwfoadmqvzWfMvRTfwBYMwuquyG3qT,1,153.09,190.34,-37.25
G7YTAmwwbdAYTYAQ5vs8AZUm7hbbsB1NEkm5mnm72jwh,1,418.43,362.93,55.5
3Zpve8UVfnH6HKpnzHfbKnx3fhTHNGFbv53Bn5DLNCzF,1,291.71,567.12,-275.41
F1qW2GPivZziBXsY38crvGescWnhnmZrR8hoFjQ5iFoE,1,3912.18,3611.6,300.57
5SwQWVc6Mbnz6UzqDKffBwoHeEWNF2ZRG5LSotWLAW5h,1,267.63,280.91,-13.28
7dhWokQur2aNnJkrcZBAgMZ8MQzDaBsBEYs2Fsn9jpoB,1,448.29,641.93,-193.63
CkxQsfmb87x65FwyZiV3hz5swkJJEiJs9gzBHhgDUxiU,1,1077.65,954.27,123.38
D3C5H4YU7rjhK7ePrGtK1Bhde4tfeiTr98axdZnA7tet,1,21.9,18.65,3.26
6uYZdEjd7pgiyqkoBH1HbTnb9fZZYHgVHtQcm6BmaSCu,1,256.18,243.12,13.06
3i2g7HRkDRJVrHxwHawmnXH7C89qYmPTfPv9hRzSnALa,2,2220.23,1126.35,1093.89
